ep,num,start,end,chara,script
12,225,"00:20:10,218","00:20:13,288",,チョイ～　チョイ！
12,225,"00:20:10,218","00:20:13,288",,また　また　空振り！
12,226,"00:20:13,288","00:20:16,274",,もう見てらんないですわ～
12,227,"00:20:16,274","00:20:21,396",,よし！　次で三振ですぞ
12,227,"00:20:16,274","00:20:21,396",,サイアーク　がんばるのですぞ
12,228,"00:20:21,396","00:20:25,996",,ラブリー　球をよく見て！
12,228,"00:20:21,396","00:20:25,996",,分かった！
12,229,"00:20:32,774","00:20:35,510",,ウッ！
12,229,"00:20:32,774","00:20:35,510",,打った！
12,230,"00:20:35,510","00:20:39,414",,（チョイ審判）チョ～イ！
12,230,"00:20:35,510","00:20:39,414",,ウウ…　おしい！　ファウルですわ
12,231,"00:20:39,414","00:20:42,414",,サ…　サイ～
12,232,"00:20:44,185","00:20:45,985",,（チョイ審判）チョ～イ
12,233,"00:20:49,007","00:20:52,544",,（チョイ審判）
12,233,"00:20:49,007","00:20:52,544",,チョ～イ　チョ～イ　チョ～イ
12,234,"00:20:52,544","00:20:55,029",,これは…　あっ！
12,235,"00:20:55,029","00:20:59,267",,（チョイ審判）チョ～イ
12,235,"00:20:55,029","00:20:59,267",,ウウ～…
12,236,"00:20:59,267","00:21:01,653",,１５回連続ファウル…
12,237,"00:21:01,653","00:21:04,873",,本場・水戸納豆のような
12,237,"00:21:01,653","00:21:04,873",,ねばりっぷりね
12,238,"00:21:04,873","00:21:07,625",,エェ　よし　こちらが有利ですぞ
12,239,"00:21:07,625","00:21:11,262",,三振にして　プリキュアを
12,239,"00:21:07,625","00:21:11,262",,打ちのめすですぞ～
12,240,"00:21:11,262","00:21:13,381",,サイ…
12,241,"00:21:13,381","00:21:16,451",,次こそ…
12,242,"00:21:16,451","00:21:20,371",,ラブリーがあせってる…
12,242,"00:21:16,451","00:21:20,371",,このままじゃ負けちゃう！
12,243,"00:21:20,371","00:21:23,708",,タイム！
12,243,"00:21:20,371","00:21:23,708",,みとめますぞ
12,244,"00:21:23,708","00:21:26,561",,だいじょうぶ？　ラブリー
12,244,"00:21:23,708","00:21:26,561",,うん
12,245,"00:21:26,561","00:21:32,283",,でも球の見きわめが　むずかしいの
12,245,"00:21:26,561","00:21:32,283",,（誠司）だいじょうぶだ
12,246,"00:21:32,283","00:21:36,771",,敵の投球には規則性がある
12,246,"00:21:32,283","00:21:36,771",,規則性？
12,247,"00:21:36,771","00:21:39,507",,（誠司）よ～く思い出すんだ
12,247,"00:21:36,771","00:21:39,507",,えっと…
12,248,"00:21:39,507","00:21:44,145",,たしか　サイアークはストレート・
12,248,"00:21:39,507","00:21:44,145",,右カーブ・左カーブ・ストレート・
12,249,"00:21:44,145","00:21:46,564",,フォークの順番で投げてきてる
12,250,"00:21:46,564","00:21:52,620",,投球は右カーブ・左カーブと
12,250,"00:21:46,564","00:21:52,620",,つづいたから　この次　来る球は…
12,251,"00:21:52,620","00:21:55,206",,（３人）ストレート！
12,251,"00:21:52,620","00:21:55,206",,ああ！
12,252,"00:21:55,206","00:21:57,825",,試合再開ですぞ
12,253,"00:21:57,825","00:22:05,383",,♪♪～
12,254,"00:22:05,383","00:22:10,638",,こい！
12,254,"00:22:05,383","00:22:10,638",,サイアーク　本気を出すのですぞ～！
12,255,"00:22:10,638","00:22:15,743",,サイア～ク！
12,256,"00:22:15,743","00:22:25,653",,♪♪～
12,257,"00:22:25,653","00:22:27,655",,見えた！
12,258,"00:22:27,655","00:22:29,774",,やっぱりストレート！
12,259,"00:22:29,774","00:22:33,261",,ラブリー　ホームラン！
12,260,"00:22:33,261","00:22:35,530",,やった～！
12,260,"00:22:33,261","00:22:35,530",,なに!?
12,261,"00:22:35,530","00:22:39,217",,サイア～ク…
12,262,"00:22:39,217","00:22:41,569",,勝負ありだね！
12,263,"00:22:41,569","00:22:44,939",,サイアーク　勝負は勝負ですぞ
12,264,"00:22:44,939","00:22:49,861",,サイアークらしく
12,264,"00:22:44,939","00:22:49,861",,立派に浄化されるのですぞ
12,265,"00:22:49,861","00:22:53,261",,これで　ゲームセットだよ！
12,266,"00:22:56,734","00:23:02,434",,愛の光を聖なる力に
12,266,"00:22:56,734","00:23:02,434",,ラブプリブレス！
12,267,"00:23:04,342","00:23:12,016",,プリキュア
12,267,"00:23:04,342","00:23:12,016",,ピンキーラブ　シュート！
12,268,"00:23:12,016","00:23:18,990",,♪♪～
12,269,"00:23:18,990","00:23:22,910",,愛よ　天に帰れ！
12,270,"00:23:22,910","00:23:26,110",,ゴクラ～ク
12,271,"00:23:29,183","00:23:33,855",,クッ…　あそこはカーブに
12,271,"00:23:29,183","00:23:33,855",,するべきでしたぞ　イィ～！
12,272,"00:23:33,855","00:23:36,724",,あっ…　わたしとしたことが
12,273,"00:23:36,724","00:23:41,062",,思わず
12,273,"00:23:36,724","00:23:41,062",,あつくなりすぎてしまったですぞ
12,274,"00:23:41,062","00:23:45,750",,あっ…　あれ？　オレはいったい…
12,274,"00:23:41,062","00:23:45,750",,プリキュアが助けてくれたんだよ
12,275,"00:23:45,750","00:23:49,954",,そうか…　あっ！
12,275,"00:23:45,750","00:23:49,954",,道草してる場合じゃねぇや
12,276,"00:23:49,954","00:23:53,454",,誠司に教わったこと
12,276,"00:23:49,954","00:23:53,454",,おさらいしないと
12,277,"00:23:55,259","00:24:00,959",,勉強も野球も　くり返しの特訓が
12,277,"00:23:55,259","00:24:00,959",,大事だからな！　ヒヒヒ…
12,278,"00:24:03,818","00:24:05,536",,ハウ～
12,279,"00:24:05,536","00:24:09,090",,これは　かっこいいバスの
12,279,"00:24:05,536","00:24:09,090",,パワーを感じるですわ
12,280,"00:24:09,090","00:24:12,293",,アァ～…
12,280,"00:24:09,090","00:24:12,293",,こちょこちょ　してくださいな
12,281,"00:24:12,293","00:24:15,296",,こちょ　こちょ　こちょ
12,281,"00:24:12,293","00:24:15,296",,アハハハハ…
12,282,"00:24:15,296","00:24:17,796",,ハーピション！
12,283,"00:24:20,251","00:24:23,921",,やった！
12,283,"00:24:20,251","00:24:23,921",,またプリカードゲットだよ！
12,284,"00:24:23,921","00:24:27,225",,これで　また　大いなる　ねがいに
12,284,"00:24:23,921","00:24:27,225",,近づいたね
12,285,"00:24:27,225","00:24:31,763",,さ～てと　あたしも早く家に帰って
12,285,"00:24:27,225","00:24:31,763",,勉強しよ！
12,286,"00:24:31,763","00:24:35,066",,やる気　大盛り！
12,286,"00:24:31,763","00:24:35,066",,めぐみ　がんばれ！
12,287,"00:24:35,066","00:24:36,966",,イェイ！
12,288,"00:24:38,553","00:24:41,089",,どうだった？　再テスト
12,289,"00:24:41,089","00:24:44,292",,まぁ　やれるだけのことは
12,289,"00:24:41,089","00:24:44,292",,やったけどねぇ…
12,290,"00:24:44,292","00:24:49,397",,オレっちも　ベストは　つくした…
12,290,"00:24:44,292","00:24:49,397",,２人とも　だいじょうぶかな？
12,291,"00:24:49,397","00:24:52,366",,（和泉先生）愛乃さん・山崎くん
12,291,"00:24:49,397","00:24:52,366",,（２人）はい…
12,292,"00:24:52,366","00:24:55,420",,再テストの結果が出ました
12,293,"00:24:55,420","00:24:59,540",,２人とも残念だけど…
12,293,"00:24:55,420","00:24:59,540",,（２人）ハァ～…
12,294,"00:24:59,540","00:25:02,393",,合格よ
12,294,"00:24:59,540","00:25:02,393",,（２人）えぇ～!?
12,295,"00:25:02,393","00:25:05,113",,よっしゃ～！
12,295,"00:25:02,393","00:25:05,113",,やった～！
12,296,"00:25:05,113","00:25:09,934",,でも　これに　こりて　今後は
12,296,"00:25:05,113","00:25:09,934",,５科目　赤点なんて　やらないでよ
12,297,"00:25:09,934","00:25:12,434",,（めぐみ・健太）は～い
12,298,"00:25:14,472","00:25:16,372",,ウッ！
12,299,"00:25:18,142","00:25:20,495",,ウッ！　ヘヘヘ…
12,300,"00:25:20,495","00:25:23,531",,わぁ～　健太くん　野球部復帰だね
12,301,"00:25:23,531","00:25:26,350",,あたしも
12,301,"00:25:23,531","00:25:26,350",,プリキュア禁止をまぬがれたし
12,302,"00:25:26,350","00:25:30,004",,これからも世界のために
12,302,"00:25:26,350","00:25:30,004",,バリバリ活躍しちゃうもんね～
12,303,"00:25:30,004","00:25:35,593",,めぐみ　プリキュアだけじゃなくて
12,303,"00:25:30,004","00:25:35,593",,ちゃんと勉強しなきゃダメだよ
12,304,"00:25:35,593","00:25:39,480",,だいじょうぶ！
12,304,"00:25:35,593","00:25:39,480",,プリキュアの合間に　たまにやるから
12,305,"00:25:39,480","00:25:42,316",,プリキュア・プリキュア・勉強くらいね
12,306,"00:25:42,316","00:25:45,987",,ダメだよ！
12,306,"00:25:42,316","00:25:45,987",,勉強・勉強・プリキュアぐらいしなきゃ
12,307,"00:25:45,987","00:25:49,987",,え～　せめてプリキュア・勉強・プリキュアで…
12,307,"00:25:45,987","00:25:49,987",,（ゆうこ）フフフフ…
13,1,"00:00:32,609","00:00:34,809",,（キュアナイル）ハァーッ！
13,2,"00:00:39,817","00:00:42,817",,ナイル　ストリーム！
13,3,"00:00:44,688","00:00:48,575",,ハァーッ！
13,3,"00:00:44,688","00:00:48,575",,フッ！
13,4,"00:00:48,575","00:00:50,878",,キャーッ！
13,5,"00:00:50,878","00:00:56,767",,ウゥ…　ウッ…
13,5,"00:00:50,878","00:00:56,767",,あなたは　いったい…
13,6,"00:00:56,767","00:00:59,467",,わが名はファントム
13,7,"00:01:02,573","00:01:05,773",,キャーッ！
13,8,"00:01:08,579","00:01:11,379",,プリキュアハンターだ
13,9,"00:01:16,153","00:01:18,022",,キュアミントです
13,10,"00:01:18,022","00:01:21,275",,プリキュア１０周年
13,10,"00:01:18,022","00:01:21,275",,ありがとうございます
13,11,"00:01:21,275","00:01:25,596",,これからも
13,11,"00:01:21,275","00:01:25,596",,よろしくおねがいしますね　ウフッ
13,12,"00:01:25,596","00:01:28,596",,♪♪～主題歌
13,12,"00:01:25,596","00:01:28,596",,『ハピネスチャージプリキュア！ＷＯＷ！』
13,13,"00:04:49,049","00:04:51,051",,（鈴）
13,14,"00:04:51,051","00:05:09,620",,♪♪～
13,15,"00:05:09,620","00:05:15,075",,((愛してるわ　神さま))
13,16,"00:05:15,075","00:05:17,975",,((永遠に))
13,17,"00:05:23,634","00:05:28,872",,幸せは一瞬…　愛は幻…
13,18,"00:05:28,872","00:05:34,044",,愛は心をまどわす災い
13,19,"00:05:34,044","00:05:38,482",,あなたに言われるまでもないわ
13,19,"00:05:34,044","00:05:38,482",,ディープミラー
13,20,"00:05:38,482","00:05:43,370",,愛なんて　いらない…
13,20,"00:05:38,482","00:05:43,370",,この世界から消し去るわ
13,21,"00:05:43,370","00:05:47,958",,そのお望み　わたしがかなえます
13,22,"00:05:47,958","00:05:51,445",,ミラージュさま
13,22,"00:05:47,958","00:05:51,445",,サハラ砂漠のプリキュア・
13,23,"00:05:51,445","00:05:54,531",,キュアナイルを
13,23,"00:05:51,445","00:05:54,531",,たおしてまいりました
13,24,"00:05:54,531","00:05:58,631",,さすがね　わたしのファントム
13,25,"00:06:02,306","00:06:05,606",,（ホッシーワ）うわ　キザ～　食えない男
13,26,"00:06:07,210","00:06:09,262",,おのれ　プリキュアハンター
13,27,"00:06:09,262","00:06:11,481",,オレさまより目立つとは
13,27,"00:06:09,262","00:06:11,481",,ゆるせん！
13,28,"00:06:11,481","00:06:14,418",,次々とプリキュアをたおす
13,28,"00:06:11,481","00:06:14,418",,はたらき者
13,29,"00:06:14,418","00:06:17,237",,気が合いそうにありませんぞ
13,30,"00:06:17,237","00:06:21,491",,ディープミラー
13,30,"00:06:17,237","00:06:21,491",,今　もっとも手ごわいプリキュアは？
13,31,"00:06:21,491","00:06:26,813",,（ディープミラー）ぴかりが丘にいる
13,31,"00:06:21,491","00:06:26,813",,ハピネスチャージプリキュアです
13,32,"00:06:26,813","00:06:28,699",,ぴかりが丘…
13,33,"00:06:28,699","00:06:30,417",,≪待てい！
13,34,"00:06:30,417","00:06:35,622",,ヤツらはオレたちの獲物だ！
13,34,"00:06:30,417","00:06:35,622",,手柄の横取りは　ゆるさんぞ！
13,35,"00:06:35,622","00:06:38,058",,なに？
13,35,"00:06:35,622","00:06:38,058",,いいわ
13,36,"00:06:38,058","00:06:44,097",,ぴかりが丘のプリキュアは
13,36,"00:06:38,058","00:06:44,097",,あなたたち３人にまかせるわ
13,37,"00:06:44,097","00:06:46,633",,おぉ　ミラージュさま！
13,38,"00:06:46,633","00:06:53,273",,でも　もし　たおせなかったら…
13,38,"00:06:46,633","00:06:53,273",,その時は分かってるわよね？
13,39,"00:06:53,273","00:06:56,877",,も…　もちろんです！
13,39,"00:06:53,273","00:06:56,877",,なっ？　うん!?
13,40,"00:06:56,877","00:06:58,962",,うわー！　おまえら！
13,41,"00:06:58,962","00:07:03,567",,ファントム　世界中のプリキュアを
13,41,"00:06:58,962","00:07:03,567",,かたづけてちょうだい
13,42,"00:07:03,567","00:07:07,867",,わたしのために…
13,42,"00:07:03,567","00:07:07,867",,はっ！
13,43,"00:07:11,191","00:07:13,791",,ぴかりが丘…
13,44,"00:07:20,851","00:07:25,539",,≪ドドドド　ドレス
13,44,"00:07:20,851","00:07:25,539",,かわルンルン！≫
13,45,"00:07:25,539","00:07:27,207",,（白雪ひめ）ホーゥ！
13,46,"00:07:27,207","00:07:30,744",,　テレビ　「姫！　どこですか!?　姫！」
13,47,"00:07:30,744","00:07:34,698",,は～い！　王子さま！
13,47,"00:07:30,744","00:07:34,698",,わたしは　ここよ～！
13,48,"00:07:34,698","00:07:38,518",,「どうか返事を！」
13,48,"00:07:34,698","00:07:38,518",,イエス！　アイム　ヒア　ナウ！
13,49,"00:07:38,518","00:07:42,506",,なんでテレビ見るのに
13,49,"00:07:38,518","00:07:42,506",,オシャレする必要があるんだ？
13,50,"00:07:42,506","00:07:45,459",,登場人物になりきるのですわ
13,51,"00:07:45,459","00:07:49,096",,最近　ひめは
13,51,"00:07:45,459","00:07:49,096",,恋愛ドラマにハマってるんですわ
13,52,"00:07:49,096","00:07:53,683",,うん…？　分かってな～い！
13,52,"00:07:49,096","00:07:53,683",,将来の予行練習！
13,53,"00:07:53,683","00:07:58,388",,いつ白馬に乗った王子さまが
13,53,"00:07:53,683","00:07:58,388",,むかえにくるか分からないのよ！
13,54,"00:07:58,388","00:08:01,825",,（愛乃めぐみ）
13,54,"00:07:58,388","00:08:01,825",,えっ？　ひめも早く食べなよ
13,54,"00:07:58,388","00:08:01,825",,ケーキ　おいしいよ
13,55,"00:08:01,825","00:08:04,661",,（大森ゆうこ）王子さまじゃ
13,55,"00:08:01,825","00:08:04,661",,おなかは　ふくれないんだな～
13,56,"00:08:04,661","00:08:06,513",,もう～！
13,57,"00:08:06,513","00:08:11,718",,あなたたち　お年頃の女の子として
13,57,"00:08:06,513","00:08:11,718",,大事なものが　かけてない!?
13,58,"00:08:11,718","00:08:14,171",,　テレビ　「姫～！　返事を～！」
13,59,"00:08:14,171","00:08:17,007",,ハッ！　マイ　プリンス！
13,60,"00:08:17,007","00:08:21,628",,「姫…　あなたとは
13,60,"00:08:17,007","00:08:21,628",,もうお会いできないのか…」
13,61,"00:08:21,628","00:08:26,928",,「あなたに…　わたしの
13,61,"00:08:21,628","00:08:26,928",,本当の気持ちを　おつたえしたい」
13,62,"00:08:31,772","00:08:33,772",,うん？
13,63,"00:08:35,959","00:08:39,659",,((うわぁ～～！))
13,64,"00:08:47,938","00:08:52,192",,わぁ～！　何？　ここ！　キレ～イ！
13,65,"00:08:52,192","00:08:56,713",,めぐみ…
13,65,"00:08:52,192","00:08:56,713",,エヘヘ…　ついてきちゃった！
13,66,"00:08:56,713","00:09:01,701",,ねぇ　この部屋　何？
13,66,"00:08:56,713","00:09:01,701",,鏡が　いっぱいだね！
13,67,"00:09:01,701","00:09:05,539",,クロスミラールームだよ
13,67,"00:09:01,701","00:09:05,539",,ここにある鏡は
13,68,"00:09:05,539","00:09:08,458",,世界のいろいろな場所と
13,68,"00:09:05,539","00:09:08,458",,つながってるんだ
13,69,"00:09:08,458","00:09:11,094",,じゃあ　ここから
13,69,"00:09:08,458","00:09:11,094",,世界中に行けるの!?
13,70,"00:09:11,094","00:09:15,866",,そうだよ
13,70,"00:09:11,094","00:09:15,866",,すっご～い！　へぇ～！　ほぅ～！
13,71,"00:09:15,866","00:09:19,019",,うん？　何？　その箱
13,72,"00:09:19,019","00:09:21,905",,これは　アクシアだよ
13,73,"00:09:21,905","00:09:26,493",,世界に災いをおよぼす者たちを
13,73,"00:09:21,905","00:09:26,493",,封印していた箱
13,74,"00:09:26,493","00:09:31,965",,これが開けられたことによって
13,74,"00:09:26,493","00:09:31,965",,幻影帝国との戦いが始まったんだ
13,75,"00:09:31,965","00:09:36,920",,いわば不幸の源だよ
13,76,"00:09:36,920","00:09:38,588",,そうかな？
13,77,"00:09:38,588","00:09:43,126",,キラキラ　キレイなだけじゃなくて
13,77,"00:09:38,588","00:09:43,126",,なんか　やさしい感じ…
13,78,"00:09:43,126","00:09:47,080",,あたしは愛を感じるよ？
13,78,"00:09:43,126","00:09:47,080",,愛…
13,79,"00:09:47,080","00:09:51,067",,そうだ　鏡を通って
13,79,"00:09:47,080","00:09:51,067",,どこかへ遊びに行ってみるかい？
13,80,"00:09:51,067","00:09:55,467",,え～　いいの!?　行く　行く！
13,81,"00:09:59,109","00:10:04,998",,ど～れ～に～
13,81,"00:09:59,109","00:10:04,998",,し～よ～う～か～な
13,82,"00:10:04,998","00:10:08,485",,か～み～さ～ま～の
13,83,"00:10:08,485","00:10:13,106",,言～う～と～お～り！
13,84,"00:10:13,106","00:10:19,679",,これ！　どこに行くの!?
13,84,"00:10:13,106","00:10:19,679",,ここは…
13,85,"00:10:19,679","00:10:22,415",,行ってからのお楽しみかな？
13,86,"00:10:22,415","00:10:25,415",,さぁ　つかまって
13,86,"00:10:22,415","00:10:25,415",,は～い！
13,87,"00:10:30,941","00:10:34,144",,やっほ～！　あれ～？
13,88,"00:10:34,144","00:10:36,696",,うん？　ここって…
13,89,"00:10:36,696","00:10:40,500",,ぴかり神社だね
13,89,"00:10:36,696","00:10:40,500",,めちゃくちゃ近所じゃん！
13,90,"00:10:40,500","00:10:44,054",,鏡は見る者の心を
13,90,"00:10:40,500","00:10:44,054",,うつし出すものなんだ
13,91,"00:10:44,054","00:10:47,607",,めぐみは　本当に
13,91,"00:10:44,054","00:10:47,607",,この町が大すきなんだね
13,92,"00:10:47,607","00:10:51,678",,うん　大すき！
13,92,"00:10:47,607","00:10:51,678",,でも　来てよかった～
13,93,"00:10:51,678","00:10:56,616",,いい天気だし　空も青いし
13,93,"00:10:51,678","00:10:56,616",,気持ちいい～！
13,94,"00:10:56,616","00:11:07,077",,♪♪～
13,95,"00:11:07,077","00:11:10,463",,神さま～！
13,96,"00:11:10,463","00:11:14,017",,お参りしようよ　神社に
13,96,"00:11:10,463","00:11:14,017",,えっ？
13,97,"00:11:14,017","00:11:18,438",,この神社　願い事がかなうって
13,97,"00:11:14,017","00:11:18,438",,評判なんだよ！
13,98,"00:11:18,438","00:11:22,542",,フフッ…　めぐみ
13,98,"00:11:18,438","00:11:22,542",,ボクも一応　神さまだよ？
13,99,"00:11:22,542","00:11:24,210",,あっ　そっか！
13,100,"00:11:24,210","00:11:28,481",,神さまが神社にお参りするのって
13,100,"00:11:24,210","00:11:28,481",,変だよね！
13,101,"00:11:28,481","00:11:30,717",,でも　神さまだって
13,102,"00:11:30,717","00:11:33,954",,何か　かなえたい願いが
13,102,"00:11:30,717","00:11:33,954",,あるんじゃない？
13,103,"00:11:33,954","00:11:38,174",,神さま　ときどき
13,103,"00:11:33,954","00:11:38,174",,悲しそうな目するから…
13,104,"00:11:38,174","00:11:42,779",,あたしが何か
13,104,"00:11:38,174","00:11:42,779",,神さまの力になれないかな？
13,105,"00:11:42,779","00:11:44,831",,めぐみ…
13,106,"00:11:44,831","00:11:49,231",,（ゴォーーーッ）
13,107,"00:11:53,957","00:11:56,426",,（ファントム）おまえ…
13,107,"00:11:53,957","00:11:56,426",,（ブルー）きみは…
13,108,"00:11:56,426","00:12:01,348",,知り合い？
13,108,"00:11:56,426","00:12:01,348",,ここにいたのか　地球の神・ブルー
13,109,"00:12:01,348","00:12:04,968",,ひさしぶりだね　ファントム
13,110,"00:12:04,968","00:12:07,921",,ミラージュは…
13,111,"00:12:07,921","00:12:11,221",,（ドォーン！）
13,111,"00:12:07,921","00:12:11,221",,ウッ…
13,112,"00:12:14,010","00:12:18,248",,おまえが　ミラージュさまの名を
13,112,"00:12:14,010","00:12:18,248",,気安く口にするな！
13,113,"00:12:18,248","00:12:21,818",,ちょ…　ちょっと　たんま～！
13,114,"00:12:21,818","00:12:26,856",,いきなり乱暴すぎるでしょ！
13,114,"00:12:21,818","00:12:26,856",,あと神社こわしちゃダメじゃん！
13,115,"00:12:26,856","00:12:30,427",,ケガをしたくなかったら
13,115,"00:12:26,856","00:12:30,427",,引っこんでいろ
13,116,"00:12:30,427","00:12:35,048",,あなた　神さまに乱暴する気ね!?
13,117,"00:12:35,048","00:12:37,484",,≪かわルンルン！≫
13,118,"00:12:37,484","00:12:44,541",,♪♪～
13,119,"00:12:44,541","00:12:50,263",,プリキュア
13,119,"00:12:44,541","00:12:50,263",,くるりんミラーチェンジ！
13,120,"00:12:50,263","00:13:10,250",,♪♪～
13,121,"00:13:10,250","00:13:20,260",,♪♪～
13,122,"00:13:20,260","00:13:30,270",,♪♪～
13,123,"00:13:30,270","00:13:34,770",,世界に広がるビッグな愛！
13,124,"00:13:37,427","00:13:40,327",,キュアラブリー！
13,125,"00:13:42,515","00:13:45,101",,プリキュアか…
13,126,"00:13:45,101","00:13:48,605",,神さまに乱暴するなら
13,126,"00:13:45,101","00:13:48,605",,あたしが相手になる！
13,127,"00:13:48,605","00:13:53,076",,ダメだ　きけんだ　ラブリー
13,127,"00:13:48,605","00:13:53,076",,ファントムは…
13,128,"00:13:53,076","00:13:54,794",,ハッ！
13,128,"00:13:53,076","00:13:54,794",,待って！
13,129,"00:13:54,794","00:13:57,464",,ハァーッ！
13,130,"00:13:57,464","00:14:01,351",,あれ!?
13,130,"00:13:57,464","00:14:01,351",,ラブリー　うしろ！
13,131,"00:14:01,351","00:14:05,255",,ワァーッ！　びっくりした！
13,132,"00:14:05,255","00:14:07,855",,ラブリー　上！
13,132,"00:14:05,255","00:14:07,855",,えっ!?
13,133,"00:14:11,277","00:14:13,379",,これなら　どう!?
13,134,"00:14:13,379","00:14:17,066",,ラブリー　ビーム！
13,135,"00:14:17,066","00:14:21,821",,えっ!?　エ～イ！
13,136,"00:14:21,821","00:14:24,524",,なんで～？　全然当たらない！
13,137,"00:14:24,524","00:14:28,478",,油断しないで！　ファントムは
13,137,"00:14:24,524","00:14:28,478",,今までの敵とはちがう！
13,138,"00:14:28,478","00:14:30,430",,うん！　がんばる！
13,139,"00:14:30,430","00:14:36,553",,終わりか？
13,139,"00:14:30,430","00:14:36,553",,まだまだ～！　次は外さない！
13,140,"00:14:36,553","00:14:39,105",,≪かわルンルン！≫
13,141,"00:14:39,105","00:14:43,243",,プリキュア
13,141,"00:14:39,105","00:14:43,243",,くるりんミラーチェンジ！
13,142,"00:14:43,243","00:14:46,143",,ロリポップ　ヒップホップ！
13,143,"00:14:48,164","00:14:52,635",,プリキュア
13,143,"00:14:48,164","00:14:52,635",,ポップン　ソニック　アタック！
13,144,"00:14:52,635","00:15:04,464",,♪♪～
13,145,"00:15:04,464","00:15:06,549",,当たった～！
13,146,"00:15:06,549","00:15:08,601",,フッ！
13,147,"00:15:08,601","00:15:13,239",,ウソ…　キャーッ！
13,148,"00:15:13,239","00:15:19,412",,何？　これ　動けない…
13,148,"00:15:13,239","00:15:19,412",,ラブリー！
13,149,"00:15:19,412","00:15:21,798",,オレはプリキュアハンター
13,150,"00:15:21,798","00:15:25,585",,プリキュアをたおすために生まれた
13,150,"00:15:21,798","00:15:25,585",,狩人だ
13,151,"00:15:25,585","00:15:27,585",,さらばだ　キュアラブリー
13,152,"00:17:07,036","00:17:09,906",,さらばだ　キュアラブリー
13,153,"00:17:09,906","00:17:12,942",,ウゥ…
13,153,"00:17:09,906","00:17:12,942",,やめるんだ　ファントム！
13,154,"00:17:12,942","00:17:18,197",,愛とともに　ほろべ！
13,154,"00:17:12,942","00:17:18,197",,（キュアフォーチュン）ハァーッ！
13,155,"00:17:18,197","00:17:21,297",,ファントム！
13,155,"00:17:18,197","00:17:21,297",,フッ！
13,156,"00:17:23,970","00:17:27,840",,気配をたどって来てみれば
13,156,"00:17:23,970","00:17:27,840",,こいつはビンゴだったぜ！
13,157,"00:17:27,840","00:17:32,211",,プリキュアハンター・ファントム
13,157,"00:17:27,840","00:17:32,211",,ここで会ったが１００年目よ！
13,158,"00:17:32,211","00:17:35,581",,オレを知っているのか　何者だ？
13,159,"00:17:35,581","00:17:37,533",,わたしはキュアフォーチュン
13,160,"00:17:37,533","00:17:41,233",,あなたに大切な人を
13,160,"00:17:37,533","00:17:41,233",,うばわれた者よ
13,161,"00:17:42,789","00:17:46,492",,ウッ…
13,161,"00:17:42,789","00:17:46,492",,（ブルー）ボクが　なんとかする！
13,162,"00:17:46,492","00:17:48,892",,ハァーッ！
13,163,"00:17:54,250","00:17:56,850",,ハァーッ！
13,164,"00:18:00,089","00:18:06,095",,フン…　スジは悪くない
13,164,"00:18:00,089","00:18:06,095",,今までのプリキュアよりはマシだ
13,165,"00:18:06,095","00:18:10,795",,フォーチュン　スターバースト！
13,166,"00:18:12,802","00:18:16,672",,だが　オレをたおすには
13,166,"00:18:12,802","00:18:16,672",,力が足りない
13,167,"00:18:16,672","00:18:19,072",,フッ！
13,168,"00:18:22,295","00:18:25,665",,ハァーッ！
13,169,"00:18:25,665","00:18:27,934",,フッ！
13,170,"00:18:27,934","00:18:30,234",,アッ…
13,171,"00:18:33,039","00:18:35,139",,アァッ！
13,172,"00:18:36,559","00:18:39,859",,アァーーッ！
13,173,"00:18:42,415","00:18:46,819",,クッ…
13,173,"00:18:42,415","00:18:46,819",,フォーチュン！
13,174,"00:18:46,819","00:18:52,992",,そんな…　あんなに強いフォーチュンも
13,174,"00:18:46,819","00:18:52,992",,かなわないなんて…
13,175,"00:18:52,992","00:18:58,681",,フン…　やはり夢とか愛など
13,175,"00:18:52,992","00:18:58,681",,くだらないことで戦うプリキュアが
13,176,"00:18:58,681","00:19:01,751",,このファントムに
13,176,"00:18:58,681","00:19:01,751",,かなうはずもない
13,177,"00:19:01,751","00:19:03,936",,プリキュアをバカにしないで！
13,178,"00:19:03,936","00:19:07,890",,わたしは大すきなあの人を
13,178,"00:19:03,936","00:19:07,890",,助けるんだから！
13,179,"00:19:07,890","00:19:11,160",,そのために　あなたをたおす！
13,180,"00:19:11,160","00:19:16,249",,キュアフォーチュン
13,180,"00:19:11,160","00:19:16,249",,幸福の名を持つプリキュアよ
13,181,"00:19:16,249","00:19:22,549",,その程度の力で　オレにいどんだ
13,181,"00:19:16,249","00:19:22,549",,不幸をなげきながら…　消えろ
13,182,"00:19:24,223","00:19:26,392",,ファントム！
13,183,"00:19:26,392","00:19:30,346",,この～！
13,184,"00:19:30,346","00:19:34,400",,不幸になんか　させないんだから！
13,185,"00:19:34,400","00:19:39,355",,ラブリー　パンチングパンチ！
13,186,"00:19:39,355","00:19:41,924",,クッ！
13,187,"00:19:41,924","00:19:45,524",,パンチ！　パーンチ！
13,188,"00:19:48,598","00:19:50,433",,だいじょうぶ!?
13,189,"00:19:50,433","00:19:56,122",,よけいなことしないで！
13,189,"00:19:50,433","00:19:56,122",,あなたの力なんか　かりない！
13,190,"00:19:56,122","00:20:00,422",,よけいなことじゃないよ！
13,190,"00:19:56,122","00:20:00,422",,同じプリキュアだもん！
